syw,zip
7081032116312703,31909 
7081136215076364,31907 
7081265483012148,31907 
7081326152717852,31907 
7081326282547930,31907 
7081127562627743,31906 
7081325735780395,31906 
7081105119660607,31820 
7081235234318334,31750 
7081027539590562,31714 
7081081495966001,31707 
7081156009952307,31701 
7081227218499230,31701 
7081146459143606,31637 
7081021335521590,31620 
7081017528621478,31620 
7081293707405708,31569 
7081226881006231,31558 
7081084139776059,31548 
7081067531959407,31548 
7081283950764828,31548 
7081137585977579,31548 
7081097545963046,31548 
7081137573838775,31548 
7081275811195796,31542 
7081255252020711,31539 
7081270480781489,31533 
7081050222306823,31533 
7081021798626076,31503 
7081321513373909,31419 
7081037634859598,31419 
7081117591270748,31419 
7081112445304348,31419 
7081077594192036,31419 
7081276091465115,31419 
7081015669885191,31415 
7081037581492690,31407 
7081063462111639,31406 
7081187608679165,31405 
7081011047283597,31401 
7081117604873942,31326 
7081027535310742,31326 
7081077579355228,31326 
7081293397449586,31324 
7081010198985653,31312 
7081027529213506,31305 
7081193949179006,31210 
7081043642738196,31205 
7081077622237803,31145 
7081233251999250,31093 
7081097535295219,31093 
7081187603533078,31093 
7081126496256033,31088 
7081057518503294,31088 
7081074168190843,31088 
7081315910866382,31088 
7081031070648938,31088 
7081207214363341,31088 
7081042845066686,31088 
7081236790730557,31088 
7081107613340165,31088 
7081057515231998,31088 
7081126321724908,31088 
7081245414177848,31088 
7081256229863316,31087 
7081012428655049,31087 
7081300638841891,31075 
7081265151578875,31069 
7081137601896050,31069 
7081157581146557,31069 
7081087601136801,31061 
7081127538252931,31061 
7081225632167615,31061 
7081225986153526,31032 
7081186496908710,31021 
7081087608990929,31008 
7081071016142844,31006 
7081133415376025,30909 
7081010329695676,30907 
7081265552258119,30907 
7081157630832009,30907 
7081187560199533,30907 
7081037592766181,30901 
7081067579084308,30833 
7081063759986305,30815 
7081093491021715,30813 
7081292452436413,30813 
7081022038949864,30813 
7081021991990337,30809 
7081191619401445,30755 
7081183668986731,30755 
7081077620456876,30747 
7081077592072776,30747 
7081073858472230,30746 
7081083826330923,30746 
7081014456455847,30746 
7081087588185672,30743 
7081247419833706,30741 
7081092254603289,30741 
7081216989837082,30740 
7081147606723464,30740 
7081144598240565,30740 
7081121915354154,30739 
7081173547455412,30736 
7081031906974870,30735 
7081035302761559,30735 
7081223787187397,30735 
7081157603976890,30735 
7081156885520020,30735 
7081181002109754,30735 
